query,dynFromId,meta,left,keyword,right
瞋,9,Han-漢書評林-二十二,武之洎至大王王季也暉,瞋,蟬之始祖後嗣所宜星舉
瞋,9,Han-漢書評林-二十三,躍酬今有文者墓蠶量眉,瞋,數十人次到翁歸獨伏不
瞋,9,Han-毛詩注疏-卷四至卷五,}}謂以洪水比康敘以,瞋,比衛朝以綠竹美盛比武
瞋,9,Han-毛詩注疏-卷十五,給即頂曰裳也說文云跋,瞋,千反跨蹻竹一反贈即囊
瞋,9,Han-毛詩注疏-卷二十五,反紡音房鞅音序塵音憂,瞋,甫反本亦作屢同態音雄
瞋,9,Han-禮記正義-二,宜則且婦且遷設云拘而,瞋,捶蓄寫腳而掖之者拔斂
瞋,9,Han-禮記正義-八,鳥圄圖輒{{詈損音耶,瞋,古云瑕苴塞蝶}}酬{
瞋,8,Eastern Han-曹集考異-金陵叢書(丙集)·曹集考異,遵天下大亂百祀隆壞禍,瞋,居之廟毀而不脩褒成之
瞋,8,Eastern Han-曹集考異-金陵叢書(丙集)·曹集考異,寞無形也義通}}惜惜,瞋,袖鋒抽刃欲自僵斃{{
瞋,9,Han-毛詩-一,恚亡二亭{{毋涉重瓦,瞋,堂友讀雁爵繫壇景主同
瞋,9,Han-毛詩-一,踐蓋翠緣漢霜礪緝耕越,瞋,葛易匡帥五之者亦王曷
瞋,9,Han-毛詩-四,順克此{{慈和偏服日,瞋,稱王遑王泗}}麟{{
瞋,9,Han-尚書注疏-卷八至卷九,也然則藥之攻病先使人,瞋,情亂病乃得瘳傳言暝眩
瞋,9,Han-淮南鴻烈解-011,武王左操黃鉞右秉白旄,瞋,而撝之曰余任天下誰敢
瞋,9,Han-淮南鴻烈解-014,關其辭也}}鞅鞈鐵鎧,瞋,扼𢮝其於以御兵刃縣矣
瞋,9,Han-淮南鴻烈解-026,信之故可得而擒也使狐,瞋,植覩{{植覩枉尾}}
瞋,9,Han-淮南鴻烈解-028,之南水也}}聞者莫不,瞋,裂眥髮植穿冠因以此聲
瞋,4,Warring States-戰國策-魏策,之游士，莫不日夜搤腕,瞋,切齒以言從之便，以說
瞋,4,Warring States-戰國策-燕策,」復為慷慨羽聲，士皆,瞋,，發盡上指冠。於是荊
瞋,6,Western Han-說苑-正諫,博飲，酒醉爭言而鬥，,瞋,大叱曰：「吾乃皇帝之
瞋,8,Eastern Han-說文解字-卷五,也。从目雚聲。益州謂,瞋,曰矔。  瞵：目精也
瞋,8,Eastern Han-說文解字-卷五,相似。  眮：吳楚謂,瞋,、顧視曰眮。从目同聲
瞋,8,Eastern Han-說文解字-卷五,：「相鼠有皮。」  ,瞋,張目也。从目眞聲。 
瞋,8,Eastern Han-說文解字-卷十一,聲。讀若蓋。  𡗼：,瞋,也。从大此聲。  㚕
瞋,6,Western Han-史記-本紀,噲遂入，披帷西向立，,瞋,視項王，頭髪上指，目
瞋,6,Western Han-史記-本紀,戰。樓煩欲射之，項王,瞋,叱之，樓煩目不敢視，
瞋,6,Western Han-史記-本紀,為騎將，追項王，項王,瞋,而叱之，赤泉侯人馬俱
瞋,6,Western Han-史記-列傳,是韓王勃然作色，攘臂,瞋,，按劍仰天太息曰；「
瞋,6,Western Han-史記-列傳,之游談士莫不日夜搤腕,瞋,切齒以言從之便，以說
瞋,6,Western Han-史記-列傳,！」復為羽聲慨，士皆,瞋,，發盡上指冠。於是荊
瞋,6,Western Han-史記-列傳,力，盡百姓之財。將軍,瞋,張膽，出萬死不顧一生
瞋,6,Western Han-史記-列傳,未暇見儒人也。」酈生,瞋,案劍叱使者曰：「走！
瞋,6,Western Han-史記-列傳, 「於是乎周覽泛觀，,瞋,軋沕，芒芒恍忽，視之
瞋,8,Eastern Han-東觀漢記-傳五,不得行。期騎馬奮戟，,瞋,大呼左右曰：「蹕。」
瞋,7,Xin-漢書-志,封之際，燕齊之間方士,瞋,扼掔，言有神僊祭祀致
瞋,7,Xin-漢書-傳,戟挑戰。樓煩欲射，羽,瞋,叱之。樓煩目不能視，
瞋,7,Xin-漢書-傳,人，兩人對曰：「將軍,瞋,張膽，出萬死不顧之計
瞋,8,Eastern Han-吳越春秋-夫差內傳,光之劍，仗屈盧之矛，,瞋,大言以執之。」越王曰
瞋,8,Eastern Han-吳越春秋-夫差內傳,，不可久留。」越王復,瞋,怒曰：「死者，人之所
瞋,8,Eastern Han-中論-慎所從,然猶不知所以失之，反,瞋,潰圍，斬將取旗，以明
瞋,6,Western Han-淮南子-覽冥訓,左操黃鉞，右秉白旄，,瞋,而撝之，曰：「余任天
瞋,6,Western Han-淮南子-主術訓,所關其辭。鞅鞈鐵鎧，,瞋,扼腕，其於以御兵刃，
瞋,6,Western Han-淮南子-人閒訓,，故可得而禽也。使狐,瞋,植睹，見必殺之勢，雉
瞋,6,Western Han-淮南子-泰族訓,而歌于易水之上，聞者,瞋,裂眥，發植穿冠。因以
瞋,8,Eastern Han-越絕書-外傳記吳王占夢,光之劍，杖屈盧之矛，,瞋,謂范蠡曰：「子何不早
瞋,8,Eastern Han-前漢紀-高祖皇帝紀二,侯。能為我盡節否。苛,瞋,罵之。羽怒乃烹之。遂
瞋,8,Eastern Han-前漢紀-高祖皇帝紀三,之。羽大怒。即自出。,瞋,叱之。樓煩目不能視。
瞋,6,Western Han-方言-第六,眮，轉目也。梁益之間,瞋,曰矔，轉目顧視亦曰矔
瞋,4,Warring States-黃帝內經-靈樞經,交于目銳眥，陽氣盛則,瞋,，陰氣盛則瞑目。  
瞋,4,Warring States-黃帝內經-靈樞經,大逆，上滿於胸中，憤,瞋,息，大氣逆上，喘喝坐
瞋,8,Eastern Han-風俗通義-聲音,。後為羽聲慷慨，而索,瞋,，髮盡上指冠。荊軻入
瞋,8,Eastern Han-論衡-書虛,來。」薪者投鎌於地，,瞋,拂手而言曰：「何子居
瞋,8,Eastern Han-論衡-感虛,左操黃鉞，右執白旄，,瞋,而麾之曰：『余在，天
瞋,8,Eastern Han-論衡-感虛,不奉天令，求索己過，,瞋,言曰：「余在，天下誰
瞋,8,Eastern Han-論衡-感虛,？父母怒，子不改過，,瞋,大言，父母肯貰之乎？
瞋,8,Eastern Han-論衡-感虛,自然，是亦無知，不為,瞋,麾之故止。夫風猶雨也
瞋,8,Eastern Han-論衡-感虛,。夫風猶雨也，使武王,瞋,以旄麾雨而止之乎？武
瞋,6,Western Han-韓詩外傳-卷九,專意自是，言人之非，,瞋,搤腕，疾言噴噴，口沸
盱,6,Western Han-輶軒使者絕代語釋別國方言-卷二,}}鑠{{舒灼反}},盱,{香于反}}揚䒅{{
盱,6,Western Han-輶軒使者絕代語釋別國方言-卷二,}燕代朝鮮洌水之閒曰,盱,{謂舉眼也}}或謂之
盱,6,Western Han-輶軒使者絕代語釋別國方言-卷二,爍古通用詩小雅云何其,盱,文盱張目也一曰朝鮮謂
盱,6,Western Han-輶軒使者絕代語釋別國方言-卷二,用詩小雅云何其盱說文,盱,目也一曰朝鮮謂盧童子
盱,6,Western Han-輶軒使者絕代語釋別國方言-卷二,也一曰朝鮮謂盧童子曰,盱,盧瞳童古通用玉篇云盱
盱,6,Western Han-輶軒使者絕代語釋別國方言-卷二,黸盧瞳童古通用玉篇云,盱,目也燕代朝鮮列水謂盧
盱,6,Western Han-輶軒使者絕代語釋別國方言-卷二,代朝鮮列水謂盧瞳子為,盱,列古亦通用鄭風清揚婉
盱,9,Han-周易鄭注-周易鄭注,也不取日貞吉以中正也,盱,有悔位不當也由豫大有
盱,9,Han-漢書評林-十七,塵驢何似標薛耀}}卿,盱,訊{{所鄧謝鋒吳也}
盱,9,Han-漢書評林-二十九,學問長安書川讎惻體二,盱,蠡昏曩舊霆讙南囂嘉窘
盱,9,Han-毛詩注疏-卷三,言謂姬定木嫁之輯又嚮,盱,見宜據木嫁者傳言同技
盱,9,Han-毛詩注疏-卷十六,枕之難故晚之山二重直,盱,下重奴昏逞普乙正戾日
盱,9,Han-禮記正義-二,輔爾顏嘉羅童翼鯉久坐,盱,川故必戒之宜如嚮者別
盱,9,Han-禮記正義-二,會於首景寄川脫也垂簞,盱,者穎堂輯也離玄伺疲醴
盱,9,Han-禮記正義-三,祖有君德巴成之巾臺車,盱,皇祖樹箸阜工母祖母遠
盱,9,Han-禮記正義-四,掌孳小杖不稽率謂崙盆,盱,為畫署蘊謹伯顙慚宣定
盱,9,Han-禮記正義-十五,掌全上仁旒十有一斬豎,盱,實亂主盎翩間相去一寸
盱,9,Han-禮記正義-十六,經論亡則已之專蕭毒草,盱,者譚錐鑄豐止庶為後轍
盱,9,Han-禮記正義-十六,妾諱富背以五乘母寵五,盱,訖綺羊壑寶毋以為積散
盱,9,Han-禮記正義-二十,者服王服真薪鳶客纂盆,盱,弟使為舌向行作犬芙一
盱,9,Han-禮記正義-二十七,拜賣送嘗讎品蟲異量霸,盱,下妄晝奮囂膏驅顯擊畫
盱,9,Han-毛詩-三,一岑詳肇乙紅術辭一槁,盱,字丁之瑞蟲得壤臨儼言
盱,9,Han-春秋公羊經傳解詁-卷第十,{色也}}有子焉謂之,盱,父者其所為有於顔者也
盱,9,Han-春秋公羊經傳解詁-卷第十,夫人時所為顔公生也○,盱,于反又許孤反本或作晇
盱,9,Han-春秋公羊經傳解詁-卷第十,作晇一音夸夏父户雅反,盱,夏父邾顔公之二子}}
盱,9,Han-春秋公羊經傳解詁-卷第十,夏父邾顔公之二子}},盱,而皆愛之{{叔術嫗盈
盱,9,Han-春秋公羊經傳解詁-卷第十,之{{叔術嫗盈女皆愛,盱,}食必坐二子於其側而
盱,9,Han-春秋公羊經傳解詁-卷第十,竒異也○而食音嗣}},盱,先取足焉夏父曰以來{
盱,9,Han-春秋公羊經傳解詁-卷第十,{人夏父自謂也}}而,盱,餘{{言盱所得常多}
盱,9,Han-春秋公羊經傳解詁-卷第十,也}}而盱有餘{{言,盱,得常多}}叔術覺焉{
盱,9,Han-淮南鴻烈解-004,位也}}於此萬民時睢,盱,然莫不竦身而載聽視{
盱,9,Han-淮南鴻烈解-004,也}}於此萬民時睢盱,盱,莫不竦身而載聽視{{
盱,9,Han-淮南鴻烈解-004,竦身而載聽視{{睢睢,盱,聽視之貌也}}是故治
盱,9,Han-淮南鴻烈解-004,身而載聽視{{睢睢盱,盱,視之貌也}}是故治而
盱,8,Eastern Han-說文解字-卷五,目从㢟，㢟亦聲。  ,盱,張目也。从目于聲。一
盱,8,Eastern Han-說文解字-卷五,。一曰朝鮮謂盧童子曰,盱,  睘：目驚視也。从
盱,8,Eastern Han-白虎通德論-卷六,武王望羊，是謂攝揚，,盱,陳兵，天下富昌。周公
盱,6,Western Han-史記-本紀,國，封五縣，與懷王都,盱,。項梁自號為武信君。
盱,6,Western Han-史記-本紀,破於定陶，懷王恐，從,盱,之彭城，并項羽、呂臣
盱,6,Western Han-史記-本紀,聞龍且軍破，則恐，使,盱,人武涉往說淮陰侯。淮
盱,6,Western Han-史記-本紀,後懷王孫心為楚王，治,盱,。項梁號武信君。居數
盱,6,Western Han-史記-本紀,王見項梁軍破，恐，徙,盱,都彭城，并呂臣、項羽
盱,6,Western Han-史記-本紀,聞龍且軍破，則恐，使,盱,人武涉往說韓信。韓信
盱,6,Western Han-史記-列傳,已亡龍且，項王恐，使,盱,人武涉往說齊王信曰：
盱,6,Western Han-新書-卷三,也，苟家富財足，隱机,盱,而為天子耳。唯告罪昆
盱,6,Western Han-新書-卷四,一國聞之者見之者，希,盱,告，人人忣忣，唯恐其
盱,6,Western Han-新書-卷四,耳。一國聞者見者，希,盱,欲，人人忣忣，惟恐其
盱,7,Xin-漢書-紀,臣引兵而東，徙懷王自,盱,都彭城。呂臣軍彭城東
盱,7,Xin-漢書-紀,為廣宗王，江都易王孫,盱,侯宮為廣川王，廣川惠
盱,7,Xin-漢書-志,九：徐，取慮，淮浦，,盱,，厹猶，僮，射陽，開
盱,7,Xin-漢書-志,與女方秉菅兮。」「恂,盱,樂，惟士與女，伊其相
盱,7,Xin-漢書-傳,國，封五縣。與懷王都,盱,。梁自號武信君，引兵
盱,7,Xin-漢書-傳,以亡龍且，項王恐，使,盱,人武涉往說信曰：「足
盱,7,Xin-漢書-傳,政，興滅繼絕，立建弟,盱,侯子宮為廣陵王，奉易
盱,7,Xin-漢書-傳,年不成而後反故，又廣,盱,表，發人冢墓，斷截骸
盱,7,Xin-漢書-傳,見之明，奮亡前之威，,盱,厲色，振揚武怒，乘其
盱,7,Xin-漢書-傳,決其以勉書。又侍郎王,盱,人衣白布單衣，赤繢方
盱,7,Xin-漢書-傳,冠，立于王路殿前，謂,盱,：『今日天同色，以天
盱,7,Xin-漢書-傳,以天下人民屬皇帝。』,盱,之，行十餘步，人忽不
盱,6,Western Han-淮南子-俶真訓,紀條貫。于此萬民睢睢,盱,然，莫不竦身而載聽視
盱,6,Western Han-淮南子-俶真訓,條貫。于此萬民睢睢盱,盱,，莫不竦身而載聽視。
盱,6,Western Han-淮南子-脩務訓,禹之為水，以身解于陽,盱,河。湯旱，以身禱于桑
盱,5,Qin-爾雅-釋詁,也。  恙，寫，悝，,盱,繇，慘，恤，罹，憂也
盱,5,Qin-爾雅-釋草,。  杜，土鹵。  ,盱,虺床。  蔝蔜。  
盱,6,Western Han-春秋公羊傳-昭公,以為妻，有子焉，謂之,盱,夏父者，其所為有於顏
盱,6,Western Han-春秋公羊傳-昭公,，其所為有於顏者也。,盱,而皆愛之，食必坐二子
盱,6,Western Han-春秋公羊傳-昭公,而食之，有珍怪之食，,盱,先取足焉。夏父曰：「
盱,6,Western Han-春秋公羊傳-昭公,曰：「以來，人未足而,盱,餘。」叔術覺焉，曰：
盱,8,Eastern Han-前漢紀-孝平皇帝紀,為廣宗王。江都易王後,盱,侯宮為廣川王。廣川惠
盱,6,Western Han-方言-第二,謂之奕。  䫵、鑠、,盱,揚、𥉋，隻也。南楚江
盱,6,Western Han-方言-第二,。燕代朝鮮洌水之間曰,盱,或謂之揚。  魏、笙
瞤,8,Eastern Han-說文解字-卷五,目也。从目𦎫聲。  ,瞤,目動也。从目閏聲。 
瞤,8,Eastern Han-傷寒論-辨太陽病脈證并治,。服之則厥逆，筋惕肉,瞤,此為逆也，。  大青
瞤,8,Eastern Han-傷寒論-辨太陽病脈證并治,熱，心下悸，頭眩，身,瞤,，振振欲擗地者，真武
瞤,8,Eastern Han-傷寒論-辨太陽脈證并治下,因胸煩，面色青黃，膚,瞤,，難治；今色微黃，手
瞤,8,Eastern Han-傷寒論-辨不可發汗病脈證并治,頭眩，汗不止，筋惕肉,瞤,  動氣在上，不可發
瞤,9,Han-焦氏易林-乾之,長受嘉福。  需：目,瞤,動，喜如其願，舉家蒙
瞤,9,Han-焦氏易林-蒙之,必危。  姤：目動睫,瞤,喜來加身。舉家蒙歡，
瞤,9,Han-焦氏易林-革之,重不可涉。  隨：目,瞤,動，喜如其願，舉家蒙
瞤,8,Eastern Han-蔡中郎集-外集卷一,不因故服。  臣聞目,瞤,鳴，近夫小戒也。狐鳴
瞤,8,Eastern Han-金匱要略-五臟風寒積聚病脈證并治,。  肝中風者，頭目,瞤,兩脅痛，行常傴，令人
瞤,8,Eastern Han-金匱要略-五臟風寒積聚病脈證并治,醉人，腹中煩重，皮目,瞤,而短氣。脾死臟，浮之
瞤,8,Eastern Han-金匱要略-五臟風寒積聚病脈證并治,人，腹中煩重，皮目瞤,瞤,短氣。脾死臟，浮之大
瞤,8,Eastern Han-金匱要略-痰飲欬嗽病脈證并治,目泣自出，其人振振身,瞤,，必有伏飲。  夫病
瞤,8,Eastern Han-金匱要略-水氣病脈證并治,已，輒輕者，久久必身,瞤,即胸中痛，又從腰以上
瞤,4,Warring States-黃帝內經-素問,腹痛，筋骨繇復，肌肉,瞤,，善怒，歲氣舉事，蟄
瞤,4,Warring States-黃帝內經-素問,其色赤，其養血，其病,瞤,，其味苦，其音徵，其
瞤,4,Warring States-黃帝內經-素問,胕腫，少陽所至為暴注,瞤,暴死，陽明所至為鼽嚏
瞤,4,Warring States-黃帝內經-素問,癰疽瘡瘍，瞀鬱注下，,瞤,腫脹，嘔，鼽衂頭痛，
瞤,4,Warring States-黃帝內經-素問,上行，面如浮埃，目乃,瞤,，火氣內發，上為口糜
瞚,9,Han-春秋公羊經傳解詁-卷第六,本又作䀵音同字書云昳,瞚,以忍反}}○冬徐伐莒
瞚,8,Eastern Han-說文解字-卷五,。南楚謂眄曰睇。  ,瞚,開闔目數搖也。从目寅
瞚,6,Western Han-史記-列傳,聞扁鵲言，目眩然而不,瞚,舌撟然而不下，乃以扁
瞑,9,Han-華氏中藏經-012‧華氏中藏經,堤以天地有四時五仁雲,瞑,靜其愛也喜為雨怒為風
瞑,9,Han-華氏中藏經-012‧華氏中藏經,肺自結邪服滿喘急狂言,瞑,非常所說而口鼻張大冰
瞑,9,Han-華氏中藏經-012‧華氏中藏經,為末以猿指賢一笛去筋,瞑,批聞入藥未一錢勻擁溼
瞑,9,Han-華氏中藏經-012‧華氏中藏經,按摩而接摩則使人肌肉,瞑,筋骨舒帳不富蒸慶而蒸
瞑,6,Western Han-輶軒使者絕代語釋別國方言-卷三,}}東齊海岱之閒謂之,瞑,謂之眩{{瞑眩亦今通
瞑,6,Western Han-輶軒使者絕代語釋別國方言-卷三,閒謂之瞑或謂之眩{{,瞑,亦今通語耳}}自關而
瞑,6,Western Han-輶軒使者絕代語釋別國方言-卷三,曰痛瘌朝鮮謂藥毒曰癆,瞑,訛作眠曹毅之本不誤孟
瞑,6,Western Han-輶軒使者絕代語釋別國方言-卷三,不誤孟子引書曰若藥不,瞑,趙岐注云藥攻人疾先使
瞑,6,Western Han-輶軒使者絕代語釋別國方言-卷三,趙岐注云藥攻人疾先使,瞑,憒亂尚書疏引方言凡飲
瞑,6,Western Han-輶軒使者絕代語釋別國方言-卷三,而毒東齊海岱閒或謂之,瞑,謂之眩廣雅癆毒瘌痛也
瞑,9,Han-周易鄭注-周易鄭注,列其爛酬{{文通音會,瞑,}酬謹限要也輒厲蕪心
瞑,9,Han-周易鄭注-周易鄭注,脾祭也洛誥云予小子苴,瞑,辟於周命公後是周公留
瞑,9,Han-周易鄭注-周易鄭注,使殺之載陽後悔不果蒯,瞑,目之夫人覺之懼呼曰太
瞑,9,Han-周易鄭注-周易鄭注,羽宗廟以人山川以千旱,瞑,皇一說木同然舞於季氏
瞑,9,Han-周易鄭注-周易鄭注,詩云肉腫者儀禮所謂鄰,瞑,是也廣雅云羹謂之清詩
瞑,9,Han-周易鄭注-周易鄭注,院斷機堂修道堂曲和堂,瞑,齋學渚}}讀書  其
瞑,9,Han-前漢書-卷六至卷七,王康日體音博晉灼曰許,瞑,為冒轉字}}秋九月令
瞑,9,Han-前漢書-卷三十一至卷三十二,甲持戟挑戰樓煩欲射朋,瞑,肌之{{師書鬥慎日也
瞑,9,Han-前漢書-卷三十一至卷三十二,涉問兩人兩人對曰將軍,瞑,張膽{{師書日張膽呂
瞑,9,Han-前漢書-卷三十八至卷四十,{{一反名也}}博定,瞑,郡十七縣雲中郡十州縣
瞑,9,Han-前漢書-卷五十五至卷五十六,烏黎}}幹肌酬除恭大,瞑,尸詞雖為常樂侯師{{
瞑,9,Han-前漢書-卷六十五至卷六十六,位舉腎材布德惠施仁美,瞑,有功躬節儉減俊宮之貴
瞑,9,Han-前漢書-卷七十六至卷七十七,{{日家邢川湘衣英了,瞑,}下有司考皆如言於足
瞑,9,Han-前漢書-卷七十六至卷七十七,轉邢刑羔那之付沉言蛇,瞑,}則{{又篇川彼孔己
瞑,9,Han-前漢書-卷八十三至卷八十四,稅葬十輸一十也師古曰,瞑,人緣反解在食貴志}}
瞑,9,Han-前漢書-卷八十七上至卷八十七下,旦崖也肯漬該案淮南曰,瞑,裂皆靜計反莊闡日多昌
瞑,9,Han-前漢書-卷八十七上至卷八十七下,瞋目曰曜該業方呂曰權,瞑,陬梁蓋之間誼目曰曜音
瞑,9,Han-前漢書-卷十九上至卷十九下,夫賈延豎薛宣域惡借武,瞑,師丹傳滿弔爪為廷許商
瞑,9,Han-前漢書-卷二十,公扈京施{{嗣子}},瞑,州子幽公避彊王  滕
瞑,9,Han-前漢書-卷二十七中之下至卷二十七下之上,號展氏}}劉向以為晦,瞑,震雷也夷伯世大天正晝
瞑,9,Han-前漢書-卷二十七中之下至卷二十七下之上,八年八月甲午晦正畫皆,瞑,翩陽臣制君也成公不寤
瞑,9,Han-前漢書-卷二十七中之下至卷二十七下之上,臣不當有廟震者雷也晦,瞑,擊甚潮明當絕云潛差之
瞑,9,Han-周禮註疏-一,}廬悵德{{扞艱華理,瞑,一百人新耨跋踐也}}
瞑,9,Han-周禮註疏-一,}}卬融{{汶惜似洪,瞑,柄者謂八}}加雌{{
瞑,9,Han-周禮註疏-二,七}}桐離醜轅錄{{,瞑,故用}}酬{{睦敝陰
瞑,9,Han-周禮註疏-二,物恒多毒孟子曰若藥不,瞑,厥疾不瘳{{慎職見友
瞑,9,Han-周禮註疏-二,可皮為善國乎書曰藥不,瞑,厥疾衣寥注云還差匡暗
瞑,9,Han-周禮註疏-二,寥注云還差匡暗藥便人,瞑,悶亂大追祿琴愈晉又掖
瞑,9,Han-周禮註疏-二,醫堂腫四種之蕩瘡而墻,瞑,者}}慨注也注彈否僻
瞑,9,Han-周禮註疏-二,共醢八十事寥叢惡醢位,瞑,雲重齊{{當為壅五襲
